pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
Vingaker (Sweden),4186,core,core,core,0,0.3310232473946885,0.0,4,Isolated Clique,0
Jorpeland (Norway),2221,core,core,core,0,0.2923670747304952,0.0,3,Isolate,0
Hogsjo (Sweden),106,core,core,core,0,0.3276007677543186,8.09669412161638e-08,3,Isolate,0
Langesund (Norway),2885,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Rapla (Estonia),5620,semi,semi,semi,0,0.3243962393249031,0.0,1,Isolate,0
Katrineholm (Sweden),17160,core,core,core,0,0.3496012672055932,0.0,4,Isolate,0
Laxa (Sweden),1576,core,core,core,0,0.329650803461063,0.0,2,Isolate,0
Rakke (Estonia),345,semi,semi,semi,0,0.3255098408177796,0.0,1,Isolate,0
Stavern (Norway),3532,core,core,core,0,0.2952328236352315,1.274425078178324e-07,2,Isolate,0
Kirkwall (United Kingdom),7426,core,core,core,0,0.3066621948590183,2.494445041593907e-08,2,Isolate,0
Dals-Ed (Sweden),1,core,core,core,0,0.2972138379382401,0.0,1,Isolate,0
Stromstad (Sweden),3734,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Nynashamn (Sweden),11392,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Gubakha (Russia),5447,semi,core,core,4,0.3235517136791022,1.181710208803292e-06,0,Isolated Clique,0
Sundebru (Norway),109,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Dirdal (Norway),2,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
Zinkgruvan (Sweden),70,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
"Topiak (USA, AK)",300,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Flen (Sweden),6621,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Slantsy (Russia),639,semi,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Skien (Norway),21250,core,core,core,10,0.3658682977020693,3.491396379497366e-07,6,High-status clique,0
Steinsholt (Norway),89,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Hammaro (Sweden),143,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Kristinehamn (Sweden),15799,core,core,core,0,0.3407058447780262,0.0,3,Isolated Clique,0
Sem (Norway),4473,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Bjorneborg (Sweden),526,core,core,core,0,0.2923670747304952,0.0,3,Isolate,0
Degerfors (Sweden),7082,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Helgoysund (Norway),52,core,core,core,0,0.2870501177262025,0.0,1,Isolate,0
Stokke (Norway),242,core,core,core,0,0.3247171630054285,0.0,2,Isolate,0
Fredrikstad (Norway),25125,core,core,core,0,0.3599831271091113,3.779906053819418e-06,22,High-status clique,0
Gressvik (Norway),15443,core,core,core,0,0.3238709677419355,0.0,3,Isolated Clique,0
Porsgrunn (Norway),14436,core,core,core,0,0.3570213359364106,2.090765950828059e-06,19,High-status clique,0
Kvelde (Norway),287,core,core,core,0,0.262740912542846,0.0,1,Isolate,0
Fjugesta (Sweden),2059,core,core,core,0,0.2577053932719989,0.0,1,Isolate,0
Kohila (Estonia),394,semi,semi,semi,0,0.3220620424182957,1.15478942464158e-07,2,Isolate,0
Halleforsnas (Sweden),305,core,core,core,0,0.3295659337830184,0.0,3,Isolated Clique,0
Skudeneshavn (Norway),3983,core,core,core,2,0.2974140935387189,0.0,1,Isolated Clique,0
Saffle (Sweden),7974,core,core,core,0,0.3280457178002152,2.359371696979041e-06,5,Isolated Clique,0
Sandefjord (Norway),8146,core,core,core,53,0.3786717941132968,3.360423241040308e-05,18,High-status clique,0
Halden (Norway),18519,core,core,core,0,0.3495535348570492,0.0,5,Isolated Clique,0
Chudovo (Russia),6858,semi,core,core,0,0.3255098408177796,0.0,1,Isolate,0
"Homer (USA, AK)",515,core,core,core,0,0.2719682161978414,0.0,1,Isolate,0
Notodden (Norway),62,core,core,core,0,0.327148662117611,0.0,1,Isolate,0
Fort Nelson (Canada),659,core,core,core,0,0.3246924540266328,6.401281115583452e-07,3,Isolate,0
Alvik (Norway),509,core,core,core,0,0.320281224979984,0.0,1,Isolate,0
Gustafs (Sweden),92,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Porvoo (Finland),6524,semi,core,core,0,0.3446131481182361,1.27652602033887e-07,7,Isolate,0
Soderfors (Sweden),916,core,core,core,0,0.3426483578254236,4.162899573825052e-07,4,Isolate,0
Salo (Finland),17641,semi,core,core,0,0.3444184357090968,1.003037207998279e-06,5,Isolate,0
Sagstua (Norway),8,core,core,core,0,0.3240595412890487,0.0,1,Isolate,0
Eidsvoll (Norway),2193,core,core,core,0,0.2514931237721021,0.0,3,Isolate,0
Hedemora (Sweden),3219,core,core,core,0,0.3205137835198678,0.0,1,Isolate,0
Osthammar (Sweden),2238,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Teijo (Finland),299,semi,core,core,0,0.272663372241629,0.0,1,Isolate,0
Sokna (Norway),404,core,core,core,0,0.2514931237721021,0.0,1,Isolate,0
Lohja (Finland),22213,semi,core,core,0,0.3376325367937965,1.436779422048135e-07,7,Isolate,0
Kongsvinger (Norway),10482,core,core,core,0,0.3241251835721882,3.162380615516381e-07,3,Isolate,0
Fors (Sweden),835,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Pernio (Finland),924,semi,core,core,0,0.3275253300583359,0.0,2,Isolate,0
Virkkala (Finland),4168,semi,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Gimo (Sweden),2323,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Kirkniemi (Finland),39,semi,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Lappers (Finland),68,semi,core,core,0,0.2863694324511756,0.0,1,Isolate,0
Korpo (Finland),55,semi,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Kimitoon (Finland),1026,semi,core,core,0,0.3403073160357295,0.0,2,Isolate,0
Avesta (Sweden),12077,core,core,core,0,0.32729922528189,0.0,8,High-status clique,0
Vihti (Finland),1893,semi,core,core,0,0.2838170409950558,0.0,1,Isolate,0
Langshyttan (Sweden),1531,core,core,core,0,0.316316192641281,0.0,1,Isolate,0
Arvika (Sweden),7249,core,core,core,0,0.3228173702526858,1.244136865041924e-06,5,Isolate,0
Bjorbo (Sweden),197,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Mongstad (Norway),42,core,core,core,0,0.3018676602367589,6.817511212435006e-08,4,Isolate,0
Lindas (Norway),35,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Sandviken (Sweden),8090,core,core,core,0,0.3295659337830184,0.0,17,High-status clique,0
Flisa (Norway),615,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Falun (Sweden),16719,core,core,core,0,0.3311516970198676,7.770024299627416e-07,8,High-status clique,0
Dale (Norway),1,core,core,core,0,0.3146445777209714,0.0,1,Isolate,0
Alvkarleby (Sweden),511,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
"Kenai (USA, AK)",1160,core,core,core,0,0.3298206740183449,3.962309761397934e-07,4,Isolate,0
Hofors (Sweden),5443,core,core,core,0,0.331735254483259,0.0,2,Isolate,0
Karkkila (Finland),5150,semi,core,core,0,0.3255098408177796,0.0,3,Isolated Clique,0
Hamina (Finland),10835,semi,core,core,0,0.3478343568284332,0.0,2,Isolate,0
Karlholms Bruk (Sweden),1006,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Vansbro (Sweden),2396,core,core,core,0,0.3326576752163405,0.0,3,Isolate,0
Mockfjard (Sweden),273,core,core,core,0,0.2514931237721021,0.0,1,Isolate,0
Monninkyla (Finland),261,semi,core,core,0,0.2691377751613649,0.0,1,Isolate,0
Karhula (Finland),26142,semi,core,core,0,0.3281382174258543,0.0,2,Isolate,0
"Soldotna (USA, AK)",4553,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Borlange (Sweden),21670,core,core,core,0,0.3381319668233927,1.222327710730145e-07,12,High-status clique,0
Kotka (Finland),13487,semi,core,core,0,0.3541078838174274,1.257517933758306e-06,13,Isolated Clique,0
Askoy (Norway),808,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Paimio (Finland),2754,semi,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Lerwick (United Kingdom),6951,core,core,core,1,0.3365849810685738,0.0,0,Isolated Clique,0
Torsby (Sweden),4428,core,core,core,0,0.2514931237721021,0.0,3,Isolate,0
Ludvika (Sweden),8194,core,core,core,0,0.338024821758648,6.26008101134355e-07,4,Isolate,0
Smedjebacken (Sweden),4929,core,core,core,0,0.3298546691403834,0.0,2,Isolate,0
Sunne (Sweden),4897,core,core,core,0,0.3239857254941662,8.8022492255743e-07,5,Isolated Clique,0
Munkfors (Sweden),411,core,core,core,0,0.3083686644825593,1.884188352555108e-08,4,Isolate,0
Sunde (Norway),100,core,core,core,0,0.2504254944538999,0.0,1,Isolate,0
Skinnskatteberg (Sweden),1156,core,core,core,45,0.3619373444921963,0.0006254223927137068,0,Low-status clique,0
Hanko (Finland),2358,semi,core,core,2,0.3368152396989949,1.39520931273761e-06,4,Isolated Clique,0
Rubbestadneset (Norway),630,core,core,core,0,0.3407058447780262,0.0,2,Isolate,0
Flesberg (Norway),36,core,core,core,0,0.2514931237721021,0.0,1,Isolate,0
Bomlo (Norway),1673,core,core,core,4,0.2947841105354059,1.346349221500864e-08,2,Isolated Clique,0
Ranas (Sweden),276,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Sagvag (Norway),2897,core,core,core,0,0.314466799321984,0.0,1,Isolate,0
Ramnas (Sweden),494,core,core,core,0,0.2923670747304952,0.0,1,Isolate,0
Stord (Norway),12550,core,core,core,0,0.3217059133975019,0.0,3,Isolate,0
Amotfors (Sweden),1170,core,core,core,0,0.3015547703180212,0.0,1,Isolate,0
Norrtalje (Sweden),14338,core,core,core,0,0.3444184357090968,2.517070696935024e-07,4,Isolated Clique,0
Graddo (Sweden),108,core,core,core,0,0.279126054817819,0.0,1,Isolate,0
Otradnoe (Russia),6901,semi,core,core,0,0.3110511736404724,0.0,1,Isolate,0
Strassa (Sweden),120,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Ropsha (Russia),317,semi,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Filipstad (Sweden),4679,core,core,core,0,0.3229802694656103,2.482046926075464e-07,2,Isolate,0
Guldsmeds-hyttan (Sweden),435,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Rud (Norway),86,core,core,core,0,0.3336721926806381,4.085308319975854e-08,4,Isolate,0
Husnes (Norway),1274,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Virsbo (Sweden),1057,core,core,core,0,0.3350959398968613,0.0,3,Isolate,0
Charlottenberg (Sweden),1759,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Bekkjarvik (Norway),171,core,core,core,0,0.2606332077776647,2.034346275030597e-08,2,Isolate,0
Fiskars (Finland),322,semi,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Mariehamn (Finland),12942,semi,core,core,10,0.3395220539479617,1.170620283358553e-06,6,Isolated Clique,0
Storebo (Norway),280,core,core,core,12,0.3392611046326725,7.736451133868368e-05,1,Isolated Clique,0
Forby (Finland),85,semi,core,core,0,0.2969311776576744,0.0,1,Isolate,0
Aminnefors (Finland),118,semi,core,core,0,0.3192269326683292,1.656370628131921e-08,2,Isolate,0
Billnas (Finland),236,semi,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Norberg (Sweden),2191,core,core,core,0,0.2990468625893566,0.0,1,Isolate,0
Hagfors (Sweden),4048,core,core,core,0,0.32729922528189,0.0,5,Isolated Clique,0
Dalsbruk (Finland),1237,semi,core,core,0,0.3230862421443174,0.0,1,Isolate,0
Rosendal (Norway),265,core,core,core,0,0.3209396780825352,0.0,2,Isolate,0
Rjukan (Norway),162,core,core,core,0,0.3314947172156619,2.316230107030395e-07,3,Isolate,0
Fagersta (Sweden),9615,core,core,core,0,0.3355439056356487,0.0,5,Isolate,0
Lesjofors (Sweden),583,core,core,core,0,0.2792417433794337,0.0,1,Isolate,0
Skarer (Norway),235,core,core,core,0,0.3226139771667633,0.0,1,Isolate,0
Geithus (Norway),1897,core,core,core,0,0.2923670747304952,0.0,1,Isolate,0
Stalldalen (Sweden),379,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Sala (Sweden),10743,core,core,core,1,0.2777331800134517,0.0,0,Isolated Clique,0
Aurskog (Norway),1585,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Volkhov (Russia),18245,semi,core,core,0,0.3178872085226849,0.0,1,Isolate,0
Bjorkelangen (Norway),2230,core,core,core,0,0.3164100155720889,0.0,1,Isolate,0
Turi (Estonia),4599,semi,semi,semi,0,0.2465381430194711,0.0,1,Isolate,0
Nykoping (Sweden),18019,core,core,core,1,0.3676546613820438,3.463013295605926e-06,16,Isolated Clique,0
Hyvinkaa (Finland),16286,semi,core,core,109,0.4030160879010169,0.0004625094739112903,14,Primary,0
Ballindalloch (United Kingdom),30,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Ventspils (Latvia),25352,semi,semi,semi,0,0.3348154735437973,0.0,2,Isolate,0
Malilla (Sweden),493,core,core,core,0,0.2765870100687092,0.0,1,Isolate,0
Gnosjo (Sweden),3694,core,core,core,0,0.3396571853109743,0.0,4,Isolate,0
Saeby (Denmark),8216,core,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Virserum (Sweden),1481,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Hillerstorp (Sweden),1536,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Cesis (Latvia),11613,semi,semi,semi,0,0.321044315702355,7.46689175117073e-06,2,Isolate,0
Gislaved (Sweden),8239,core,core,core,0,0.3547850669327347,2.797622798860714e-07,6,Isolate,0
Anderstorp (Sweden),3932,core,core,core,0,0.335210013616843,2.401969780299114e-07,5,Isolate,0
Dybvad (Denmark),568,core,core,core,1,0.3231188631143196,0.0,0,Isolated Clique,0
Bronderslev (Denmark),3646,core,core,core,0,0.3553760306487882,0.0,3,Isolate,0
Varobacka (Sweden),194,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Oskarshamn (Sweden),8650,core,core,core,2,0.3589837067780925,6.890046600678503e-07,8,Isolated Clique,0
Sauchen (United Kingdom),70,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
Varnamo (Sweden),7574,core,core,core,0,0.3524989673688558,5.722347776542774e-07,14,High-status clique,0
Guernsey (United Kingdom),36,core,core,core,6,0.3221674132984346,3.615222541550848e-08,0,Isolated Clique,0
Smalandsstenar (Sweden),2890,core,core,core,20,0.34716459197787,0.0003252255984251374,1,Low-status clique,0
Lammhult (Sweden),1651,core,core,core,0,0.3303142901377922,0.0,2,Isolate,0
Aseda (Sweden),2630,core,core,core,4,0.3242154851455056,0.0,3,Isolated Clique,0
Forsheda (Sweden),1268,core,core,core,0,0.3069931411578493,0.0,2,Isolate,0
Varberg (Sweden),20775,core,core,core,0,0.3544903215086815,8.508692332176886e-06,15,Isolated Clique,0
Savsjo (Sweden),4673,core,core,core,0,0.3339768843434475,0.0,7,Isolated Clique,0
Vetlanda (Sweden),10896,core,core,core,0,0.3491150080453814,0.0,9,Isolated Clique,0
Eksjo (Sweden),8776,core,core,core,0,0.2803486564026193,6.278847974057595e-08,2,Isolate,0
Frederikshavn (Denmark),19864,core,core,core,0,0.316316192641281,0.0,2,Isolate,0
Evanton (United Kingdom),1509,core,core,core,0,0.272026010455183,0.0,1,Isolate,0
Bollebygd (Sweden),1739,core,core,core,0,0.2614102799730442,0.0,1,Isolate,0
Nassjo (Sweden),15932,core,core,core,0,0.3410780421518211,9.585538496956309e-07,12,Isolate,0
Visby (Sweden),14012,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Dalstorp (Sweden),208,core,core,core,2,0.325974025974026,0.0,0,Isolated Clique,0
Hirtshals (Denmark),5764,core,core,core,0,0.3312459567861302,0.0,4,Isolate,0
Keith (United Kingdom),5482,core,core,core,0,0.2492503602165193,0.0,1,Isolate,0
Turriff (United Kingdom),5195,core,core,core,1,0.3209799152478624,0.0,2,Isolated Clique,0
Muir of Ord (United Kingdom),2954,core,core,core,0,0.272026010455183,0.0,1,Isolate,0
Rothes (United Kingdom),1336,core,core,core,0,0.3064346244075262,0.0,1,Isolate,0
Peterhead (United Kingdom),18052,core,core,core,0,0.2822587757982007,0.0,1,Isolate,0
Hultsfred (Sweden),4079,core,core,core,4,0.3164100155720889,1.768609792854725e-08,4,Isolated Clique,0
Svenljunga (Sweden),2490,core,core,core,0,0.3228173702526858,3.706822310714821e-07,2,Isolate,0
Tranemo (Sweden),2743,core,core,core,0,0.3438079123358311,0.0,3,Isolate,0
Craigellachie (United Kingdom),416,core,core,core,0,0.3068239016322715,9.315524603228709e-08,2,Isolate,0
Kinna (Sweden),13412,core,core,core,0,0.3395220539479617,1.951970719662595e-07,5,Isolated Clique,0
Inverness (United Kingdom),42707,core,core,core,28,0.3736645455076187,0.0006614079303636217,13,Primary,0
Aberlour (United Kingdom),425,core,core,core,1,0.345384885195478,0.0,1,Isolated Clique,0
Hjorring (Denmark),15385,core,core,core,0,0.3479761872400576,2.980403242541813e-08,4,Isolate,0
Gotland (Sweden),29,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Hestra (Sweden),353,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
Fjerritslev (Denmark),3303,core,core,core,13,0.3258412666089701,0.0004696234612795687,0,Isolated Clique,0
Aboyne (United Kingdom),829,core,core,core,0,0.2675291019666033,0.0,1,Isolate,0
Braas (Sweden),1156,core,core,core,0,0.316316192641281,0.0,1,Isolate,0
"Sitka (USA, AK)",7277,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Vesthimmerland (Denmark),87,core,core,core,0,0.3244373479318735,0.0,1,Isolate,0
Vislanda (Sweden),116,core,core,core,0,0.3069931411578493,0.0,1,Isolate,0
Hovmantorp (Sweden),2594,core,core,core,0,0.3197851611291531,6.748277591906226e-09,2,Isolate,0
Farso (Denmark),3021,core,core,core,0,0.3295659337830184,0.0,4,Isolated Clique,0
Arden (Denmark),1941,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Chaykovskiy (Russia),26245,semi,core,core,0,0.3178872085226849,0.0,1,Isolate,0
Hurup (Denmark),2761,core,core,core,0,0.3234127485409666,0.0,1,Isolate,0
Nybro (Sweden),10608,core,core,core,0,0.3477020860495437,6.652796300370981e-06,7,Isolate,0
Brechin (United Kingdom),6583,core,core,core,0,0.2988025489601083,2.586943930274457e-08,2,Isolate,0
Hadsund (Denmark),4827,core,core,core,0,0.3302035236154461,0.0,2,Isolate,0
Fort McMurray (Canada),9324,core,core,core,0,0.3470986984815618,2.206578051202625e-06,14,Isolated Clique,0
Montrose (United Kingdom),13024,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
Pitlochry (United Kingdom),2703,core,core,core,0,0.2675291019666033,0.0,1,Isolate,0
Roslev (Denmark),954,core,core,core,0,0.3298546691403834,0.0,2,Isolate,0
Kalmar (Sweden),30499,core,core,core,0,0.3458981841763943,2.267109672522501e-06,15,Isolate,0
Neryungri (Sakha),23977,periph,,,0,0.3178872085226849,0.0,1,Isolate,0
Mariager (Denmark),1957,core,core,core,0,0.3251873491680426,0.0,4,Isolate,0
Havndal (Denmark),374,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
Halmstad (Sweden),39146,core,core,core,14,0.3814021392604952,4.581922946435517e-05,28,High-status clique,0
Jelgava (Latvia),44409,semi,semi,semi,0,0.3307153744800682,1.005700340126725e-06,5,Isolate,0
Hobro (Denmark),6000,core,core,core,0,0.3425749993309605,2.457745808252268e-06,7,Isolate,0
Getinge (Sweden),930,core,core,core,169,0.4086773297576861,0.0005309514001854003,7,Primary,0
Aars (Denmark),7921,core,core,core,0,0.3244373479318735,0.0,1,Isolate,0
Ogre (Latvia),10034,semi,semi,semi,0,0.3259906285015789,0.0,2,Isolate,0
Tukums (Latvia),7821,semi,semi,semi,0,0.3179266838863501,7.115014330097021e-07,4,Isolate,0
Torzhok (Russia),34330,semi,core,core,0,0.3178872085226849,0.0,1,Isolate,0
Monsteras (Sweden),2458,core,core,core,0,0.2829763246899662,0.0,2,Isolate,0
Hyltebruk (Sweden),2962,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Moheda (Sweden),1957,core,core,core,0,0.2562352375995837,0.0,1,Isolate,0
Lenhovda (Sweden),557,core,core,core,0,0.2880124195653152,0.0,1,Isolate,0
Hylte (Sweden),1,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Blomstermala (Sweden),1540,core,core,core,0,0.3358608385370205,0.0,2,Isolate,0
Milzkalne (Latvia),300,semi,semi,semi,0,0.3218434152964248,0.0,1,Isolate,0
Vittaryd (Sweden),425,core,core,core,0,0.314150387749092,0.0,1,Isolate,0
Logstor (Denmark),36,core,core,core,0,0.3532284768211921,0.0,5,Isolated Clique,0
Ljungby (Sweden),9971,core,core,core,0,0.3513862201482295,5.102072619929424e-06,9,Isolated Clique,0
Manning (Canada),274,core,core,core,0,0.3090685209329277,0.0,1,Isolate,0
Lagan (Sweden),969,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Falkenberg (Sweden),13068,core,core,core,0,0.340207829484147,9.493716511071475e-07,8,Isolated Clique,0
Alvesta (Sweden),7585,core,core,core,0,0.2885057471264368,0.0,1,Isolate,0
Borgholm (Sweden),2941,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Vaxjo (Sweden),45743,core,core,core,10,0.3571906914448351,0.0001983234593203707,24,High-status clique,0
Skorping (Denmark),2206,core,core,core,0,0.3234127485409666,0.0,1,Isolate,0
Lidhult (Sweden),1,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Vimmerby (Sweden),7155,core,core,core,0,0.2885057471264368,0.0,1,Isolate,0
Gallstad (Sweden),596,core,core,core,0,0.316316192641281,0.0,2,Isolate,0
Jarvakandi (Estonia),835,semi,semi,semi,0,0.3019103773584906,0.0,2,Isolate,0
Arendal (Norway),27561,core,core,core,55,0.3823248312526134,0.0003313968693588639,13,Primary,0
Skanninge (Sweden),3357,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Skovde (Sweden),16584,core,core,core,0,0.3263396726660888,0.0,3,Isolate,0
Parnu (Estonia),20696,semi,semi,semi,0,0.3356758882915957,1.180416744901655e-06,9,Isolated Clique,0
Vanersborg (Sweden),8965,core,core,core,16,0.3605306145440207,0.000168938573592415,7,Isolated Clique,0
Skara (Sweden),10392,core,core,core,0,0.3246183496475123,3.540804380150364e-08,2,Isolate,0
Uddevalla (Sweden),22615,core,core,core,0,0.3473812754409769,1.320101169529098e-06,9,Isolate,0
Viljandi (Estonia),12579,semi,semi,semi,0,0.3209396780825352,0.0,1,Isolate,0
Vennesla (Norway),16,core,core,core,0,0.3395851018675722,4.073504614201942e-08,3,Isolate,0
Birkeland (Norway),2421,core,core,core,0,0.3208351086493396,0.0,1,Isolate,0
Mjolby (Sweden),7021,core,core,core,0,0.320810986917949,3.379298441096728e-07,7,Isolated Clique,0
Grimstad (Norway),9595,core,core,core,0,0.3448173688180153,3.57636703108562e-08,4,Isolate,0
Grastorp (Sweden),1,core,core,core,0,0.3185913389746142,0.0,1,Isolate,0
Hjo (Sweden),5631,core,core,core,0,0.3358784634760705,2.117435219119996e-08,3,Isolate,0
Kvanum (Sweden),1049,core,core,core,0,0.3320191933601349,0.0,3,Isolate,0
Trollhattan (Sweden),33592,core,core,core,15,0.3654087691253711,4.400131367074321e-05,19,High-status clique,0
Lysekil (Sweden),6165,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Vara (Sweden),3300,core,core,core,0,0.2985377457496677,2.35864064383915e-08,2,Isolate,0
Gusum (Sweden),368,core,core,core,0,0.2869921980091472,0.0,1,Isolate,0
Kuressaare (Estonia),13371,semi,semi,semi,0,0.3317094659376539,8.874474458591081e-08,3,Isolate,0
Vastra Gotaland (Sweden),8,core,core,core,6,0.3545099559666565,0.0001563794637681751,8,Isolated Clique,0
Lillesand (Norway),4289,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Tibro (Sweden),7088,core,core,core,0,0.3379891218249987,0.0,2,Isolate,0
Vadstena (Sweden),5296,core,core,core,0,0.342721747744371,3.339784777389801e-07,4,Isolate,0
Portsoy (United Kingdom),1835,core,core,core,0,0.3074502834085887,0.0,1,Isolate,0
Egersund (Norway),1089,core,core,core,15,0.3450125326792982,0.0007137675261740041,3,Isolated Clique,0
Churchill (Canada),121,core,core,core,0,0.3280793479932339,0.0,2,Isolate,0
Jogeva (Estonia),5185,semi,semi,semi,0,0.2919336814978677,0.0,1,Isolate,0
Mariestad (Sweden),7395,core,core,core,0,0.3234127485409666,0.0,1,Isolate,0
Toreboda (Sweden),3969,core,core,core,0,0.3297187306820523,0.0,2,Isolate,0
Finspang (Sweden),6350,core,core,core,0,0.3316750874465604,0.0,2,Isolate,0
Lihula (Estonia),1,semi,semi,semi,0,0.3255098408177796,0.0,1,Isolate,0
Oxelosund (Sweden),10070,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Poltsamaa (Estonia),3751,semi,semi,semi,0,0.3209396780825352,0.0,1,Isolate,0
Vandra (Estonia),2251,semi,semi,semi,0,0.316316192641281,0.0,1,Isolate,0
Aldan (Russia),1,semi,core,core,0,0.2442472810532341,0.0,1,Isolate,0
Thurso (United Kingdom),7910,core,core,core,0,0.3414419460670561,3.941014879296116e-08,3,Isolate,0
Vigrestad (Norway),1170,core,core,core,0,0.2923670747304952,0.0,1,Isolate,0
Staubo (Norway),130,core,core,core,0,0.2765870100687092,0.0,1,Isolate,0
Motala (Sweden),20508,core,core,core,0,0.3393600381750219,0.0,6,Isolated Clique,0
Dingle (Sweden),824,core,core,core,0,0.316316192641281,0.0,3,Isolated Clique,0
Timmersdala (Sweden),875,core,core,core,0,0.263487228042731,0.0,1,Isolate,0
Gotene (Sweden),4346,core,core,core,0,0.3314689660529791,1.110032125140467e-06,2,Isolate,0
Rainbow Lake (Canada),173,core,core,core,0,0.3260819726418218,0.0,1,Isolate,0
High Level (Canada),19,core,core,core,0,0.2801829802136228,3.56330989273881e-07,2,Isolate,0
Lidkoping (Sweden),11344,core,core,core,7,0.3577397088002683,0.0001923148972049092,9,High-status clique,0
Munkedal (Sweden),1535,core,core,core,0,0.2964155050247765,0.0,1,Isolate,0
Henan (Sweden),1722,core,core,core,0,0.2619666427913639,0.0,1,Isolate,0
Stornoway (United Kingdom),6819,core,core,core,0,0.2978362028850628,0.0,1,Isolate,0
Suure-Rootsi (Estonia),1,semi,semi,semi,0,0.2930229364098338,0.0,1,Isolate,0
Elva (Estonia),5474,semi,semi,semi,0,0.3397112679794066,0.0,1,Isolate,0
Gamleby (Sweden),2156,core,core,core,0,0.3466287571080423,0.0,4,Isolate,0
Bodaybo (Russia),17036,semi,core,core,0,0.3365849810685738,0.0,2,Isolated Clique,0
Voru (Estonia),7014,semi,semi,semi,0,0.3273327025852149,0.0,2,Isolate,0
Aneby (Sweden),2887,core,core,core,0,0.3209477247085371,0.0,3,Isolated Clique,0
Fristad (Sweden),4474,core,core,core,0,0.3350959398968613,0.0,2,Isolate,0
Ulricehamn (Sweden),8816,core,core,core,0,0.3491435740781147,1.374468861488722e-06,6,Isolate,0
"Kodiak (USA, AK)",1,core,core,core,0,0.3291337772864011,1.66470712305845e-07,3,Isolate,0
Huskvarna (Sweden),16217,core,core,core,0,0.3492960052390308,1.502887707062057e-06,7,Isolate,0
