pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
Bottnaryd (Sweden),251,core,core,core,0,0.2577053932719989,0.0,1,Isolate,0
Valga (Estonia),10469,semi,semi,semi,0,0.2661385891598578,1.545494706540363e-08,2,Isolate,0
Vastervik (Sweden),10202,core,core,core,0,0.333942034278559,0.0,2,Isolate,0
Jonkoping (Sweden),44147,core,core,core,58,0.3845183382896278,0.0006064532410652736,46,Primary,0
Boras (Sweden),39304,core,core,core,0,0.3749450806947658,5.604426672232857e-06,34,High-status clique,0
Dalsjofors (Sweden),2685,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Gunnebo (Sweden),822,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Slite (Sweden),148,core,core,core,0,0.3342297650130548,0.0,3,Isolate,0
Alness (United Kingdom),6131,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Hultafors (Sweden),85,core,core,core,0,0.316316192641281,0.0,3,Isolated Clique,0
Forserum (Sweden),1287,core,core,core,0,0.3256588989518673,0.0,1,Isolate,0
Ankarsrum (Sweden),839,core,core,core,0,0.3295659337830184,0.0,5,Isolate,0
Invergordon (United Kingdom),4110,core,core,core,0,0.272026010455183,0.0,2,Isolate,0
Habo (Sweden),5126,core,core,core,24,0.3539218667920042,0.0003344715109390989,2,Isolated Clique,0
Mullsjo (Sweden),3948,core,core,core,0,0.3026098056829464,2.274183940488996e-08,3,Isolate,0
Alingsas (Sweden),17085,core,core,core,0,0.3539218667920042,2.90831499944523e-06,12,Isolated Clique,0
Rongu (Estonia),352,semi,semi,semi,0,0.2961001110288675,0.0,1,Isolate,0
Atvidaberg (Sweden),6029,core,core,core,0,0.2528842354800474,0.0,1,Isolate,0
Boxholm (Sweden),3233,core,core,core,0,0.3116797740498162,5.016520805519848e-08,3,Isolate,0
La Crete (Canada),1993,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Nossebro (Sweden),1831,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Tidaholm (Sweden),8159,core,core,core,0,0.3297272235530485,0.0,4,Isolated Clique,0
Falkoping (Sweden),11127,core,core,core,0,0.3354471842981054,1.071081184121572e-06,6,Isolate,0
Nodeland (Norway),1578,core,core,core,0,0.3270483636084924,0.0,2,Isolate,0
Kristiansand (Norway),49833,core,core,core,13,0.3744734378656682,0.0002684139666426725,29,High-status clique,0
Lyngdal (Norway),1081,core,core,core,0,0.32268716914545,7.537792275303e-08,3,Isolate,0
Farsund (Norway),2017,core,core,core,0,0.3462349886400519,0.0,2,Isolate,0
Ljung (Sweden),352,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Sogne (Norway),5064,core,core,core,0,0.3343257854736347,1.404315008739997e-07,3,Isolate,0
Herrljunga (Sweden),3205,core,core,core,0,0.3278272894898586,0.0,2,Isolate,0
Kinnarp (Sweden),471,core,core,core,25,0.3631386343649826,1.093071056887771e-05,0,Isolated Clique,0
Otepaa (Estonia),1482,semi,semi,semi,0,0.3255098408177796,0.0,1,Isolate,0
Rybinsk (Russia),10120,semi,core,core,0,0.3280289052890529,0.0,3,Isolate,0
Tranas (Sweden),13265,core,core,core,28,0.3503379950190208,6.572469123567051e-06,9,Low-status clique,0
Vargarda (Sweden),4454,core,core,core,0,0.3419253165233185,6.322374882378053e-07,4,Isolate,0
Mandal (Norway),7538,core,core,core,0,0.3326576752163405,0.0,2,Isolate,0
Skarhamn (Sweden),1955,core,core,core,0,0.2930162290841669,2.80154549372402e-08,2,Isolate,0
Manger (Norway),1050,core,core,core,0,0.2565176442298058,0.0,1,Isolate,0
Skutskar (Sweden),4939,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Greenville_UnitedStates,166163,core,core,core,8,0.3493246009005321,0.0008501935269569324,11,Isolated Clique,0
Dudinka (Russia),11473,semi,core,core,0,0.3178872085226849,0.0,1,Isolate,0
Bardufoss (Norway),58,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Myre (Norway),2877,core,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Harstad (Norway),1,core,core,core,0,0.3458981841763943,0.0,4,Isolate,0
Sortland (Norway),6012,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Straume (Norway),521,core,core,core,9,0.334081478195057,0.0003124776385365266,5,Isolated Clique,0
Tjeldsund (Norway),1,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Narvik (Norway),479,core,core,core,0,0.2675179202106539,0.0,1,Isolate,0
Inuvik (Canada),3398,core,core,core,15,0.3339594584018158,3.177356886333789e-06,9,Low-status clique,0
Olenegorsk (Russia),13034,semi,core,core,0,0.2528592592592593,0.0,1,Isolate,0
Kiruna (Sweden),16289,core,core,core,0,0.3299226804123712,5.368680909395289e-07,8,Isolated Clique,0
Nordfold (Norway),18,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Kittila (Finland),1850,semi,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Rosvik (Norway),22,core,core,core,0,0.2969311776576744,0.0,1,Isolate,0
Sodankyla (Finland),5932,semi,core,core,0,0.2478892331525949,0.0,1,Isolate,0
Bodo (Norway),14465,core,core,core,0,0.33035691243645,0.0,3,Isolate,0
Malmberget (Sweden),924,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Sandhorney (Norway),1,core,core,core,0,0.320281224979984,0.0,1,Isolate,0
Sisimiut (Greenland),5561,periph,periph,periph,0,0.3283739065746608,0.0,2,Isolate,0
"Kotzebue (USA, AK)",3178,core,core,core,23,0.3310746152851416,0.0001563211504432964,0,Low-status clique,0
Rovaniemi (Finland),20592,semi,core,core,0,0.3352890332381676,0.0,4,Isolated Clique,0
Mo i Rana (Norway),11676,core,core,core,0,0.3375257079576017,2.46121386879779e-06,5,Isolate,0
Ilulissat (Greenland),4298,periph,periph,periph,0,0.2444245016420988,0.0,1,Isolate,0
Tromso (Norway),13520,core,core,core,1,0.3416059562885277,6.531368070064108e-07,9,Isolated Clique,0
Hodeidah_Yemen,574600,periph,periph,periph,0,0.3247665922468033,2.430625149556974e-07,5,Isolate,0
Kirkenes (Norway),774,core,core,core,0,0.2504254944538999,0.0,2,Isolate,0
Ta'izz_Yemen,1123216,periph,periph,periph,36,0.3401626275510204,8.92262747731975e-06,14,Low-status clique,1
Al Mansurah_Yemen,745247,periph,periph,periph,0,0.3313488468407838,3.395135291041507e-07,3,Isolated Clique,0
Mazabuka_Zambia,84135,periph,periph,periph,0,0.3365849810685738,0.0,1,Isolate,0
Chingola_Zambia,221998,periph,periph,periph,0,0.3420166720102597,5.443367568858407e-08,3,Isolate,0
Lusaka_Zambia,2620093,periph,periph,periph,0,0.373217878072247,2.459399751865833e-05,46,High-status clique,0
Kitwe_Zambia,594489,periph,periph,periph,0,0.3493818062720052,0.0001575085388601018,10,Isolate,0
Kabwe_Zambia,218416,periph,periph,periph,0,0.3351134846461949,0.0,2,Isolate,0
Luanshya_Zambia,103865,periph,periph,periph,0,0.3171390347834704,0.0,1,Isolate,0
Ndola_Zambia,478707,periph,periph,periph,0,0.3470516470109801,5.217864577223917e-08,4,Isolate,0
Bulawayo_Zimbabwe,754740,periph,periph,periph,3,0.3411598528863067,6.859475187730901e-08,9,Isolated Clique,1
Kwekwe_Zimbabwe,183998,periph,periph,periph,0,0.3008884919142535,0.0,1,Isolate,0
Harare_Zimbabwe,2906612,periph,periph,periph,30,0.3919473361910594,0.0001134817981278824,76,High-status clique,0
Triangle_Zimbabwe,61859,periph,periph,periph,0,0.2420580894032222,0.0,1,Isolate,0
Upernavik (Greenland),890,periph,periph,periph,0,0.2444245016420988,0.0,1,Isolate,0
"Barrow (USA, AK)",1545,core,core,core,25,0.3398014440433213,2.578675239435266e-06,3,Isolated Clique,0
"Wainwright (USA, AK)",57,core,core,core,2,0.2810873718188007,0.0,0,Isolated Clique,0
Hammerfest (Norway),1,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
"Prudhoe Bay (USA, AK)",122,core,core,core,0,0.3270567194685743,0.0,3,Isolate,0
Tana (Norway),528,core,core,core,0,0.320281224979984,0.0,1,Isolate,0
Yamala (Russia),1,semi,core,core,0,0.2636934802760326,0.0,1,Isolate,0
Alta (Norway),14911,core,core,core,0,0.3181637421086643,1.090823619279442e-07,2,Isolate,0
Arjeplog (Sweden),512,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Dalvik (Iceland),1,semi,semi,periph,4,0.3414601616474165,2.510481398033669e-07,1,Isolated Clique,0
Ranua (Finland),1666,semi,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Mosjoen (Norway),8548,core,core,core,0,0.3429053601564384,0.0,2,Isolated Clique,0
Kostomuksha (Russia),602,semi,core,core,0,0.2801277983237412,0.0,1,Isolate,0
Mattilanpera (Finland),2,semi,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Namsos (Norway),1,core,core,core,0,0.3324675999272784,3.352135298433511e-06,3,Isolate,0
Burtrask (Sweden),1002,core,core,core,0,0.3234127485409666,0.0,1,Isolate,0
"Nome (USA, AK)",2979,core,core,core,2,0.2810873718188007,0.0,0,Isolated Clique,0
Gubkinsky (Russia),9855,semi,core,core,0,0.2496002807783801,0.0,1,Isolate,0
Akranes (Iceland),5592,semi,semi,periph,0,0.3378999049730757,0.0,2,Isolate,0
Steinsdalen (Norway),49,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Kajaani (Finland),9190,semi,core,core,0,0.3394590294351631,0.0,4,Isolate,0
Vindeln (Sweden),1166,core,core,core,0,0.2976076999976751,0.0,4,Isolated Clique,0
Robertsfors (Sweden),1686,core,core,core,0,0.3311516970198676,0.0,2,Isolate,0
Nuuk (Greenland),4109,periph,periph,periph,8,0.3234863034468816,0.0003124633817670495,3,Isolate,1
Sotkamo (Finland),2478,semi,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Ylivieska (Finland),10098,semi,core,core,0,0.2822027733074668,0.0,1,Isolate,0
Reykjanesbae (Iceland),8928,semi,semi,periph,0,0.3144050104384133,0.0,1,Isolate,0
Froya (Norway),1,core,core,core,1,0.2784581584042113,0.0,0,Isolated Clique,0
Nivala (Finland),3078,semi,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Elsa (Canada),1,core,core,core,0,0.3144050104384133,0.0,1,Isolate,0
Eskola (Finland),327,semi,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Sievi (Finland),1793,semi,core,core,11,0.3384717080909572,0.0003133041760248724,1,Isolated Clique,0
Umea (Sweden),44020,core,core,core,6,0.3562959251837007,1.218913828021927e-06,18,High-status clique,0
Lycksele (Sweden),5630,core,core,core,1,0.3295829042224511,0.0001562377939223497,2,Isolated Clique,0
Vilhelmina (Sweden),5351,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Saloinen (Finland),320,semi,core,core,1,0.2852399839565043,0.0,0,Isolated Clique,0
Storuman (Sweden),1491,core,core,core,0,0.3214796956226927,1.695218321180154e-07,3,Isolate,0
Boden (Sweden),14184,core,core,core,0,0.3150317468130137,4.311965110339904e-07,4,Isolate,0
Kemi (Finland),12096,semi,core,core,0,0.3271152224465285,0.0,4,Isolated Clique,0
Akureyri (Iceland),456,semi,semi,periph,6,0.3257251908396946,0.0001567093263677607,1,Isolated Clique,0
Lulea (Sweden),10523,core,core,core,25,0.3652106929902142,0.0004787042543488355,13,Low-status clique,0
Arvidsjaur (Sweden),1806,core,core,core,0,0.2560353621217273,0.0,1,Isolate,0
Bronnoysund (Norway),4204,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Pitea (Sweden),6700,core,core,core,0,0.3413508973094051,9.55047781633921e-07,5,Isolate,0
Somna (Norway),479,core,core,core,0,0.2565176442298058,0.0,1,Isolate,0
Norman Wells (Canada),359,core,core,core,0,0.3260819726418218,0.0,2,Isolate,0
Eskifjorour (Iceland),99,semi,semi,periph,0,0.2565176442298058,0.0,1,Isolate,0
Raahe (Finland),17638,semi,core,core,0,0.3350959398968613,0.0,4,Isolated Clique,0
Byske (Sweden),1087,core,core,core,0,0.316316192641281,0.0,1,Isolate,0
Norsjo (Sweden),1307,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Rorvik (Norway),3165,core,core,core,0,0.3065373563218391,4.160418975258643e-08,2,Isolate,0
Ersmark (Sweden),207,core,core,core,0,0.3275756179947797,0.0,2,Isolate,0
"Fairbanks (USA, AK)",9376,core,core,core,1,0.3466850828729282,5.140045392298484e-06,10,Isolated Clique,0
Tyrnava (Finland),1900,semi,core,core,0,0.2494738072965388,0.0,1,Isolate,0
Skelleftea (Sweden),14044,core,core,core,1,0.3518594870949122,2.058071606039714e-07,13,Isolated Clique,0
"North Pole (USA, AK)",4052,core,core,core,0,0.2721474583838255,0.0,1,Isolate,0
Ursviken (Sweden),2871,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Sana'a_Yemen,2671299,periph,periph,periph,0,0.3582102081934184,2.941480511333668e-06,17,Isolate,0
Phan Rang - Tháp Chàm_Vietnam,275149,periph,core,core,0,0.3037731371618415,0.0,1,Isolate,0
Verdal (Norway),1,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
New York_UnitedStates,19523053,core,core,core,18359,0.5218295218295218,0.0922980666275625,7266,Primary,0
Utica_UnitedStates,192157,core,core,core,25,0.385827958285611,6.130744771986094e-06,27,High-status clique,0
Bridgeport_UnitedStates,1091715,core,core,core,428,0.4460278745644599,0.005901844502792433,318,Primary,0
Waterbury_UnitedStates,356523,core,core,core,81,0.4120449351401809,0.0004298588686390246,73,Primary,0
Albany_UnitedStates,687803,core,core,core,91,0.4232854969909398,0.001374006385185959,154,Primary,0
Hartford_UnitedStates,1050203,core,core,core,766,0.4631498968848367,0.004190638282621038,441,Primary,0
Springfield_7307,704235,core,core,core,123,0.4137228919556575,0.0006974652412798962,146,Primary,0
Providence_UnitedStates,1448457,core,core,core,659,0.454419595314164,0.003136191569592624,352,Primary,0
Worcester_UnitedStates,516208,core,core,core,94,0.4237619173728814,0.0008237185968131872,117,Primary,0
Leominster_UnitedStates,211957,core,core,core,16,0.3825990794428836,5.667821262736375e-05,67,High-status clique,0
Framingham_UnitedStates,311071,core,core,core,271,0.4410335917312662,0.0006558766733556051,194,Primary,0
New Bedford_UnitedStates,197770,core,core,core,4,0.3834241897801474,3.892753787288167e-05,36,High-status clique,0
Boston_UnitedStates,2703582,core,core,core,4179,0.487378640776699,0.02060674180379738,1534,Primary,0
Brockton_UnitedStates,369288,core,core,core,17,0.3941194581280788,6.809014223426413e-05,88,Primary,0
Nashua_UnitedStates,195782,core,core,core,7,0.4066778917940083,1.883246887694941e-05,79,High-status clique,0
Lowell_UnitedStates,264650,core,core,core,167,0.4314022849054696,0.0004643886264271985,120,Primary,0
Manchester_UnitedStates,292483,core,core,core,30,0.4112771084337349,0.0009490436014095966,162,High-status clique,0
Lawrence_7372,386730,core,core,core,156,0.4303580433686334,0.001994441611832686,144,Primary,0
Portland_7377,269926,core,core,core,72,0.4180464387185265,0.0005984244821989525,89,Primary,0
Montevideo_Uruguay,1738938,semi,semi,semi,0,0.4125761433590099,9.217937620056171e-05,165,High-status clique,0
Maldonado_Uruguay,111023,semi,semi,semi,0,0.3327095516569201,0.0,2,Isolate,0
Bukhara_Uzbekistan,223312,periph,semi,periph,0,0.3221998489806192,0.0,1,Isolate,0
Syracuse_UnitedStates,575112,core,core,core,44,0.4111978413799749,0.0001146651480594137,129,Primary,0
Binghamton_UnitedStates,186077,core,core,core,5,0.3724685754189944,1.899398835477812e-05,36,High-status clique,0
Nha Trang_Vietnam,540001,periph,core,core,0,0.2868250056016133,0.0,3,Isolate,0
Scranton_UnitedStates,221087,core,core,core,20,0.3984747081712062,0.0003480427273171098,66,High-status clique,0
Youngstown_UnitedStates,509821,core,core,core,43,0.4057240657982314,0.0003066178728162479,136,Primary,0
Pittsburgh_UnitedStates,1980861,core,core,core,1104,0.4696752889378096,0.009558744607288347,703,Primary,0
Richmond_UnitedStates,1082918,core,core,core,372,0.4461522375575073,0.003841545489983378,361,Primary,0
Erie_UnitedStates,239661,core,core,core,27,0.384749481530462,5.011905757854339e-05,60,High-status clique,0
Virginia Beach_UnitedStates,1624469,core,core,core,157,0.4297512337596938,0.001317052700165576,300,Primary,0
Washington D.C._UnitedStates,5638694,core,core,core,3459,0.4861939306468153,0.01812401370756919,1882,Primary,0
Hagerstown_UnitedStates,243543,core,core,core,3,0.3806649220887356,0.0002316488958377207,32,Isolated Clique,0
Frederick_UnitedStates,224586,core,core,core,3,0.3825076196736987,1.352450021813918e-05,50,High-status clique,0
State College_UnitedStates,122174,core,core,core,8,0.3603175049962001,1.719835167703062e-05,23,High-status clique,0
Baltimore_UnitedStates,2265091,core,core,core,345,0.4389917695473251,0.002016966073562241,544,Primary,0
Harrisburg_UnitedStates,646273,core,core,core,268,0.4266146770645871,0.002387807405693724,151,Primary,0
York_UnitedStates,357255,core,core,core,207,0.4356304236855539,0.001724643254677037,108,Primary,0
Buffalo_UnitedStates,1085097,core,core,core,382,0.4502479687664873,0.005071570175144644,290,Primary,0
Lancaster_UnitedStates,432633,core,core,core,83,0.4052359998733737,0.001276164390613052,128,Primary,0
Philadelphia_UnitedStates,6113871,core,core,core,2573,0.4863601823708207,0.02578053975473047,2223,Primary,0
Reading_UnitedStates,493387,core,core,core,146,0.4284566723566623,0.001223589281738393,111,Primary,0
West Chester_UnitedStates,298137,core,core,core,210,0.439293067947838,0.001465243570039867,153,Primary,0
Rochester_7183,848028,core,core,core,178,0.4396249742427364,0.0005653673549249877,218,Primary,0
Allentown_UnitedStates,1036070,core,core,core,236,0.4364175644347471,0.001697901193830552,254,Primary,0
Atlantic City_UnitedStates,260787,core,core,core,2,0.363458262350937,0.000184052168508379,35,High-status clique,0
Wilkes-Barre_UnitedStates,221945,core,core,core,15,0.3964876417022858,8.775826340893661e-05,69,High-status clique,0
Tashkent_Uzbekistan,3704739,periph,semi,periph,6,0.3717222754595348,1.451868746442458e-06,26,Isolated Clique,0
Maracaibo_Venezuela,2305882,semi,semi,periph,0,0.3650024236548716,5.811702716955488e-07,14,Isolated Clique,0
Ciudad Ojeda_Venezuela,243878,semi,semi,periph,0,0.3418979193931786,0.0,2,Isolate,0
Valera_Venezuela,268944,semi,semi,periph,0,0.3429053601564384,0.0,1,Isolate,0
Ha Long_Vietnam,360908,periph,core,core,0,0.2868185790145863,0.0,1,Isolate,0
Ca Mau_Vietnam,242833,periph,core,core,4,0.2868442870907746,0.0003124633817670494,5,Isolated Clique,0
Long Xuyen_Vietnam,1547432,periph,core,core,0,0.2868185790145863,0.0,2,Isolate,0
Cao Lanh_Vietnam,193987,periph,core,core,0,0.2868185790145863,0.0,1,Isolate,0
Can Tho_Vietnam,916920,periph,core,core,0,0.2868185790145863,0.0,3,Isolate,0
Tây Ninh_Vietnam,379518,periph,core,core,0,0.3386687126302979,0.0,2,Isolate,0
Hue_Vietnam,508267,periph,core,core,0,0.3241415982983896,0.0,4,Isolate,0
My Tho_Vietnam,707085,periph,core,core,0,0.2873336176516801,2.159530060067137e-07,3,Isolate,0
Trà Vinh City_Vietnam,190568,periph,core,core,0,0.2868185790145863,0.0,1,Isolate,0
Ho Chi Minh City_Vietnam,12831945,periph,core,core,33,0.4362985685071575,0.001019693471991836,500,Primary,0
Đà Nẵng_Vietnam,1138424,periph,core,core,5,0.3409781045229343,1.096445211144887e-05,10,Isolated Clique,1
Hiệp Phước_Vietnam,208573,periph,core,core,0,0.3366203849794888,0.0,3,Isolate,0
Phú Mỹ_Vietnam,129615,periph,core,core,0,0.340443073322518,0.0,3,Isolate,0
Gia Kiệm_Vietnam,118823,periph,core,core,2,0.3416789003069531,4.17344068096724e-07,5,Isolated Clique,0
Tam Kỳ_Vietnam,125558,periph,core,core,0,0.2868185790145863,0.0,1,Isolate,0
Pleiku_Vietnam,246228,periph,core,core,0,0.2868185790145863,0.0,2,Isolate,0
Vung Tau_Vietnam,598302,periph,core,core,0,0.3536578627472649,9.448750989527907e-07,14,Isolate,0
Ngai Giao_Vietnam,67864,periph,core,core,0,0.2568676632888532,0.0,1,Isolate,0
Buôn Ma Thuột_Vietnam,307380,periph,core,core,0,0.3371168229221532,0.0,4,Isolate,0
Dalat_Vietnam,216124,periph,core,core,0,0.2868185790145863,0.0,1,Isolate,0
Quy Nhơn_Vietnam,373110,periph,core,core,0,0.3066107784431138,0.0,2,Isolate,0
Hà Tĩnh_Vietnam,95597,periph,core,core,0,0.3066107784431138,0.0,2,Isolate,0
Vinh_Vietnam,456874,periph,core,core,0,0.3264561868815669,2.329667167501624e-06,8,Isolated Clique,0
Haiphong_Vietnam,1377017,periph,core,core,14,0.3456460105305792,0.0001567594557961187,33,High-status clique,1
Barcelona_Venezuela,811152,semi,semi,periph,0,0.3611612684798555,4.182183639589555e-07,10,Isolate,0
Punto Fijo_Venezuela,302592,semi,semi,periph,0,0.3230862421443174,0.0,1,Isolate,0
Barquisimeto_Venezuela,1186176,semi,semi,periph,0,0.3270483636084924,0.0,1,Isolate,0
Marín_Venezuela,139854,semi,semi,periph,0,0.3247830720048714,0.0,1,Isolate,0
Valencia_Venezuela,1968185,semi,semi,periph,1,0.3798290902617055,1.222949867332512e-05,32,Isolated Clique,0
Puerto Cabello_Venezuela,241935,semi,semi,periph,0,0.3230862421443174,0.0,1,Isolate,0
Maracay_Venezuela,1482535,semi,semi,periph,0,0.3499548921512343,5.669255611452142e-07,6,Isolate,0
Catia La Mar_Venezuela,362916,semi,semi,periph,0,0.2801032800157546,0.0,1,Isolate,0
Caracas_Venezuela,3589208,semi,semi,periph,35,0.4304014524914263,0.0002063662880787241,251,Primary,0
Guarenas_Venezuela,445715,semi,semi,periph,0,0.3413691031760847,0.0,2,Isolate,0
Anaco_Venezuela,135075,semi,semi,periph,0,0.2999086287280651,0.0,1,Isolate,0
Nam Định_Vietnam,1198797,periph,core,core,0,0.3347454302973248,1.423912573559956e-06,5,Isolate,0
Maturin_Venezuela,604551,semi,semi,periph,0,0.3283570604078492,0.0,2,Isolate,0
Ciudad Guayana_Venezuela,799007,semi,semi,periph,2,0.3457393652937205,3.117044770453686e-07,8,Isolated Clique,0
